frame_id,track_id,x,y,w,h,score,timestamp
143,21,861.2,99.5,44.6,111.9,0.94,14.2
143,30,516.9,25.3,38.5,91.9,0.94,14.2
143,31,299.2,212.7,59.8,146.1,0.91,14.2
143,32,943.6,243.3,57.9,162.1,0.95,14.2
144,1,523.2,41.0,34.6,91.5,0.92,14.3
144,2,332.7,179.8,55.0,140.0,0.8,14.3
144,10,867.3,125.0,53.6,123.4,0.83,14.3
144,11,832.1,148.5,46.5,129.2,0.83,14.3
144,12,832.9,132.0,46.1,121.9,0.84,14.3
144,13,862.9,138.7,52.3,126.4,0.94,14.3
144,14,861.4,117.1,42.5,115.2,0.89,14.3
144,20,529.9,98.3,48.1,118.0,0.81,14.3
144,21,857.5,97.0,48.4,108.4,0.84,14.3
144,30,514.2,23.7,35.0,93.3,0.91,14.3
144,31,298.4,202.6,59.0,147.5,0.87,14.3
144,32,934.6,245.8,60.1,160.2,0.83,14.3
145,1,522.0,38.1,37.1,94.0,0.91,14.4
145,2,336.4,179.3,58.5,138.7,0.83,14.4
145,10,869.4,128.7,49.2,121.3,0.94,14.4
145,11,827.4,149.4,57.8,130.1,0.91,14.4
145,12,832.4,130.0,47.3,120.6,0.89,14.4
145,13,860.3,140.1,53.9,127.3,0.95,14.4
145,14,861.5,113.0,42.0,118.6,0.99,14.4
145,20,521.7,102.4,44.4,116.8,0.92,14.4
145,21,849.1,97.0,50.1,115.2,0.94,14.4
145,30,513.9,28.0,38.0,86.7,0.94,14.4
145,31,292.9,209.8,63.6,151.4,0.89,14.4
145,32,940.2,239.8,63.5,158.6,0.92,14.4
146,1,520.6,38.4,36.9,94.1,0.9,14.5
146,2,326.4,178.1,61.3,140.0,0.99,14.5
146,10,870.9,130.4,45.3,122.1,0.83,14.5
146,11,830.0,152.1,44.8,126.4,0.85,14.5
146,12,824.1,130.1,52.7,125.9,0.9,14.5
146,13,860.2,142.3,56.5,127.7,0.88,14.5
146,14,860.3,115.1,41.7,116.4,0.86,14.5
146,20,535.5,98.3,51.0,117.6,0.9,14.5
146,21,859.3,93.2,40.7,112.1,0.88,14.5
146,30,524.0,24.8,35.7,91.3,0.84,14.5
146,31,315.9,201.4,61.6,148.3,0.9,14.5
146,32,936.0,235.1,67.9,160.5,0.88,14.5
147,1,518.5,40.7,41.2,93.9,0.94,14.6
147,2,332.6,178.1,57.4,138.7,0.94,14.6
147,10,864.2,124.2,52.4,122.7,0.87,14.6
147,11,827.2,149.0,57.2,129.8,0.99,14.6
147,12,831.4,131.1,50.6,124.1,0.97,14.6
147,13,862.5,140.6,47.1,122.0,0.85,14.6
147,14,857.3,112.1,49.0,120.2,0.88,14.6
147,20,537.6,99.8,41.5,117.2,0.89,14.6
147,21,845.7,98.4,49.5,116.0,0.83,14.6
147,30,521.7,26.4,32.9,89.0,0.87,14.6
147,31,312.4,204.6,53.5,148.8,0.82,14.6
147,32,929.8,234.1,62.9,161.1,0.83,14.6
148,1,524.1,38.3,37.7,94.2,0.86,14.7
148,2,332.6,178.6,54.3,136.0,0.93,14.7
148,10,873.2,128.7,43.7,122.2,0.85,14.7
148,11,826.1,147.4,56.4,129.6,0.93,14.7
148,12,834.4,128.3,48.0,125.8,0.85,14.7
148,13,855.0,141.9,57.5,128.7,0.92,14.7
148,14,861.9,111.1,43.7,122.6,0.95,14.7
148,20,539.2,97.3,52.6,118.8,0.81,14.7
148,21,844.5,100.8,48.0,110.4,0.96,14.7
148,30,521.6,20.8,38.8,88.7,0.87,14.7
148,31,314.9,198.3,52.4,146.5,0.87,14.7
148,32,930.0,234.7,57.5,157.8,0.86,14.7
149,1,521.3,37.9,37.2,92.8,0.91,14.8
149,2,328.5,180.1,61.6,139.5,0.89,14.8
149,10,872.8,128.9,46.3,120.7,0.9,14.8
149,11,827.2,143.3,57.8,131.6,0.92,14.8
149,12,830.6,129.0,49.6,125.0,0.96,14.8
149,13,859.4,142.5,45.0,124.7,0.97,14.8
149,14,859.2,114.9,45.1,122.2,0.93,14.8
149,20,536.9,101.7,48.6,115.0,0.95,14.8
149,21,840.6,97.4,50.8,116.3,0.89,14.8
149,30,517.1,25.1,36.6,90.6,0.95,14.8
149,31,323.4,196.2,61.8,146.9,0.78,14.8
149,32,926.2,244.7,67.3,158.8,0.87,14.8
150,1,522.6,34.8,39.6,97.5,0.92,14.9
150,2,323.5,181.8,53.9,142.9,0.86,14.9
150,10,870.0,126.7,45.8,124.0,0.9,14.9
150,11,824.5,144.4,57.5,131.4,0.93,14.9
150,12,833.7,129.8,51.8,123.3,0.94,14.9
150,13,852.3,140.3,53.9,123.3,0.99,14.9
150,14,863.1,120.3,40.1,112.8,0.84,14.9
150,20,543.6,99.0,41.8,116.5,0.96,14.9
150,21,837.6,100.6,47.3,109.7,0.85,14.9
150,30,522.5,25.3,32.3,88.5,0.85,14.9
150,31,310.3,197.1,66.9,150.1,0.96,14.9
150,32,926.8,239.6,66.3,157.6,0.78,14.9
151,1,524.6,35.3,35.5,94.6,0.99,15.0
151,2,323.4,182.6,56.1,141.2,0.86,15.0
151,10,871.5,131.0,45.1,122.7,0.96,15.0
151,11,831.7,147.2,50.0,128.2,0.96,15.0
151,12,833.8,127.2,53.9,122.8,0.9,15.0
151,13,859.3,135.3,56.4,130.8,0.88,15.0
151,14,858.3,112.6,45.2,119.0,0.96,15.0
151,20,538.1,102.5,42.7,114.6,0.91,15.0
151,21,849.0,99.7,42.3,113.1,0.97,15.0
151,30,521.8,28.3,35.5,83.9,0.91,15.0
151,31,313.2,206.6,64.0,145.9,0.84,15.0
151,32,938.9,240.0,62.7,160.3,0.85,15.0
152,1,521.3,40.2,41.3,92.4,0.86,15.1
152,2,323.5,184.4,57.0,141.9,0.9,15.1
152,10,866.6,125.8,55.4,124.8,0.97,15.1
152,11,829.3,142.2,52.7,131.0,0.86,15.1
152,12,825.2,132.9,54.3,122.2,0.86,15.1
152,13,860.0,137.7,48.7,126.8,0.87,15.1
152,14,858.8,114.0,46.7,120.4,0.88,15.1
152,20,550.1,103.4,44.3,115.0,0.92,15.1
152,21,837.8,97.7,50.0,111.3,0.84,15.1
152,30,524.1,28.5,38.0,87.1,0.88,15.1
152,31,314.4,199.1,53.9,146.2,0.85,15.1
152,32,932.1,236.6,60.1,158.2,0.9,15.1
153,1,520.4,39.3,37.1,92.2,0.94,15.2
153,2,335.2,182.0,52.6,136.3,0.86,15.2
153,10,877.0,128.4,47.8,121.8,0.89,15.2
153,11,830.4,151.2,50.1,128.0,0.85,15.2
153,12,832.0,136.1,44.3,121.1,0.9,15.2
153,13,855.5,142.9,50.1,124.7,0.86,15.2
153,14,854.5,113.7,46.7,117.7,0.89,15.2
153,20,549.8,103.0,49.9,112.2,0.9,15.2
153,21,840.1,93.1,43.0,114.2,0.88,15.2
153,30,530.4,23.1,38.9,88.4,0.9,15.2
153,31,309.9,200.4,56.1,148.1,0.99,15.2
153,32,935.2,242.4,58.0,162.6,0.87,15.2
154,1,522.0,38.4,38.3,93.7,0.9,15.3
154,2,323.8,180.5,57.9,142.9,0.87,15.3
154,10,870.4,127.3,52.1,124.7,0.89,15.3
154,11,835.0,146.0,46.3,130.8,0.87,15.3
154,12,832.7,130.6,53.2,125.6,0.97,15.3
154,13,856.1,134.8,57.1,128.2,0.9,15.3
154,14,859.4,114.4,43.3,117.4,0.81,15.3
154,20,552.5,106.9,39.9,112.1,0.89,15.3
154,21,834.9,98.9,49.9,111.8,0.84,15.3
154,30,532.6,22.5,33.1,87.3,0.93,15.3
154,31,320.6,198.6,60.3,146.4,0.81,15.3
154,32,931.3,241.4,64.6,156.5,0.87,15.3
155,1,523.6,39.6,33.4,92.3,0.92,15.4
155,2,326.3,178.3,60.0,142.7,0.91,15.4
155,10,873.5,126.8,46.8,124.5,0.87,15.4
155,11,831.0,143.4,52.0,132.0,0.98,15.4
155,12,832.6,125.6,51.3,125.7,0.83,15.4
155,13,857.7,138.5,55.4,128.8,0.91,15.4
155,14,860.0,118.2,44.9,116.0,0.94,15.4
155,20,553.8,105.7,46.6,114.1,0.86,15.4
155,21,830.9,96.3,51.1,117.6,0.86,15.4
155,30,529.4,26.6,35.4,88.4,0.95,15.4
155,31,315.0,201.2,54.9,152.7,0.91,15.4
155,32,941.6,237.6,58.5,157.8,0.88,15.4
156,1,523.9,40.6,32.6,91.6,0.85,15.5
156,2,335.7,177.9,53.6,141.3,0.9,15.5
156,10,871.9,129.6,47.5,121.3,0.9,15.5
156,11,833.5,150.3,53.7,131.0,0.98,15.5
156,12,828.6,130.3,47.0,125.9,0.98,15.5
156,13,861.3,139.0,47.0,127.3,0.95,15.5
156,14,858.9,116.8,46.3,118.1,0.77,15.5
156,20,556.1,105.0,39.2,108.4,0.9,15.5
156,21,831.1,98.0,42.0,108.0,0.89,15.5
156,30,530.5,25.1,34.0,90.5,0.88,15.5
156,31,320.3,203.0,60.3,147.7,0.8,15.5
156,32,932.9,236.2,63.8,159.6,0.93,15.5
157,1,527.9,34.8,33.6,94.1,0.91,15.6
157,2,327.7,184.8,55.4,139.8,0.87,15.6
157,10,870.2,131.3,47.2,120.1,0.88,15.6
157,11,831.7,149.9,50.1,132.6,0.85,15.6
157,12,826.9,131.3,51.3,125.1,0.92,15.6
157,13,857.5,135.9,55.8,128.7,0.99,15.6
157,14,855.5,114.9,50.9,118.9,0.84,15.6
157,20,554.6,100.7,49.7,112.0,0.99,15.6
157,21,831.4,97.2,40.8,114.1,0.84,15.6
157,30,536.6,25.3,32.6,87.5,0.95,15.6
157,31,310.6,197.6,57.4,149.4,0.9,15.6
157,32,924.8,229.0,70.4,159.9,0.9,15.6
158,1,520.9,39.3,38.7,92.9,0.86,15.7
158,2,329.9,177.9,59.6,143.3,0.9,15.7
158,10,871.8,126.6,56.5,126.4,0.89,15.7
158,11,829.0,149.0,51.6,125.5,0.85,15.7
158,12,833.2,128.6,49.0,124.4,0.97,15.7
158,13,860.9,142.0,49.1,125.5,0.9,15.7
158,14,856.1,116.7,48.0,117.7,0.85,15.7
158,20,555.3,101.0,42.1,115.9,0.91,15.7
158,21,829.5,95.3,43.5,115.2,0.93,15.7
158,30,534.3,24.5,34.2,86.4,0.9,15.7
158,31,329.5,193.3,52.6,145.6,0.82,15.7
158,32,919.5,231.8,64.5,158.7,0.94,15.7
159,1,521.6,40.8,39.9,90.7,0.93,15.8
159,2,327.7,175.9,61.6,140.7,0.89,15.8
159,10,874.3,130.7,43.4,121.7,0.88,15.8
159,11,829.6,150.0,50.3,126.6,0.82,15.8
159,12,834.9,128.8,44.6,125.3,0.85,15.8
159,13,864.5,140.8,46.6,126.8,0.85,15.8
159,14,859.6,113.5,46.0,118.1,0.86,15.8
159,20,564.4,102.6,41.9,113.5,0.95,15.8
159,21,824.1,96.6,42.5,111.5,0.78,15.8
159,30,531.1,19.0,36.6,90.0,0.95,15.8
159,31,322.3,195.6,53.5,146.8,0.91,15.8
159,32,925.9,236.6,69.0,159.0,0.83,15.8
160,1,518.5,38.6,38.3,93.8,0.93,15.9
160,2,320.7,182.2,63.0,140.7,0.87,15.9
160,10,868.4,124.2,49.5,126.1,0.86,15.9
160,11,837.9,149.3,48.4,127.1,0.92,15.9
160,12,830.6,131.0,49.9,125.1,0.97,15.9
160,13,860.3,139.4,46.8,127.9,0.83,15.9
160,14,858.4,113.3,47.4,120.5,0.89,15.9
160,20,567.1,96.6,44.1,114.5,0.91,15.9
160,21,821.8,95.4,47.5,113.8,0.9,15.9
160,30,537.5,27.5,37.0,87.6,0.91,15.9
160,31,321.7,193.6,57.3,145.8,0.97,15.9
160,32,928.8,232.5,64.4,158.7,0.93,15.9
161,1,528.0,39.1,33.3,91.0,0.85,16.0
161,2,326.7,181.9,57.9,140.3,0.94,16.0
161,10,875.3,133.9,44.6,119.8,0.87,16.0
161,11,831.2,147.3,46.4,128.1,0.88,16.0
161,12,838.2,133.5,42.4,120.0,0.92,16.0
161,13,862.5,140.5,47.8,124.1,0.87,16.0
161,14,857.9,111.1,50.4,123.3,0.82,16.0
161,20,563.4,100.3,47.0,114.3,0.99,16.0
161,21,825.2,96.1,48.3,115.4,0.85,16.0
161,30,536.1,27.5,31.4,84.1,0.84,16.0
161,31,325.4,198.0,54.2,146.0,0.89,16.0
161,32,926.1,232.3,60.8,161.0,0.96,16.0
162,1,523.5,36.1,38.0,95.5,0.93,16.1
162,2,333.2,178.9,57.2,139.4,0.89,16.1
162,10,866.8,128.7,53.3,121.2,0.79,16.1
162,11,833.1,149.5,52.4,129.7,0.87,16.1
162,12,830.4,132.3,48.4,123.6,0.8,16.1
162,13,859.6,139.6,49.2,127.8,0.95,16.1
162,14,854.2,117.3,53.1,118.1,0.85,16.1
162,20,571.3,94.3,41.9,116.7,0.89,16.1
162,21,821.0,101.3,40.0,112.8,0.85,16.1
162,30,535.2,23.5,34.6,85.6,0.93,16.1
162,31,327.4,192.3,55.3,146.9,0.9,16.1
162,32,924.5,231.2,55.3,157.7,0.9,16.1
163,1,524.2,35.5,34.4,95.2,0.81,16.2
163,2,329.3,182.5,51.2,140.2,0.83,16.2
163,10,873.7,128.4,53.6,122.5,0.88,16.2
163,11,827.2,146.2,56.4,127.1,0.95,16.2
163,12,829.4,131.8,43.7,122.5,0.96,16.2
163,13,864.2,136.9,48.8,125.3,0.9,16.2
163,14,860.1,114.2,47.2,118.3,0.93,16.2
163,20,565.8,101.3,47.7,112.9,0.85,16.2
163,21,819.6,94.8,46.3,111.9,0.92,16.2
163,30,539.9,22.6,38.9,87.1,0.87,16.2
163,31,335.9,187.5,61.7,145.7,0.89,16.2
163,32,910.3,233.6,69.1,155.6,0.82,16.2
164,1,522.1,41.6,35.1,91.9,0.86,16.3
164,2,325.4,187.0,51.1,139.6,0.96,16.3
164,10,877.1,126.3,45.2,124.8,0.81,16.3
164,11,827.9,149.0,51.6,131.7,0.84,16.3
164,12,833.4,130.3,48.9,121.4,0.84,16.3
164,13,860.3,138.4,58.0,129.8,0.98,16.3
164,14,854.7,112.9,50.3,119.8,0.9,16.3
164,20,578.0,101.1,41.3,115.0,0.98,16.3
164,21,802.2,96.9,49.3,110.1,0.89,16.3
164,30,534.6,21.2,32.9,93.5,0.87,16.3
164,31,333.5,197.0,52.8,144.0,0.92,16.3
164,32,915.3,237.1,70.4,157.1,0.83,16.3
165,1,523.1,42.7,35.8,91.3,0.84,16.4
165,2,330.2,182.3,56.6,140.7,0.96,16.4
165,10,869.0,129.3,53.8,121.0,0.91,16.4
165,11,832.5,148.3,51.5,129.0,0.85,16.4
165,12,835.9,129.0,45.0,124.3,0.99,16.4
165,13,861.7,137.2,48.1,128.3,0.96,16.4
165,14,856.2,117.3,45.9,117.0,0.88,16.4
165,20,578.0,99.6,46.1,115.3,0.85,16.4
165,21,816.1,100.4,45.5,112.8,0.86,16.4
165,30,542.2,19.2,38.5,88.7,0.86,16.4
165,31,337.5,192.6,52.9,144.2,0.9,16.4
165,32,920.8,234.2,68.8,154.9,0.86,16.4
166,1,525.1,38.6,35.2,93.8,0.92,16.5
166,2,332.7,175.1,63.6,142.5,0.86,16.5
166,10,875.3,132.5,44.7,120.9,0.9,16.5
166,11,838.3,151.2,45.6,130.0,0.89,16.5
166,12,830.1,131.7,49.2,123.5,0.86,16.5
166,13,859.4,139.1,53.6,125.5,0.87,16.5
166,14,859.5,118.3,51.7,118.2,0.88,16.5
166,20,575.5,106.4,46.4,110.5,0.98,16.5
166,21,807.0,98.9,42.4,113.8,0.89,16.5
166,30,545.8,25.4,32.8,84.7,0.96,16.5
166,31,323.9,197.5,60.8,146.7,0.96,16.5
166,32,923.9,231.0,68.2,157.7,0.89,16.5
167,1,527.1,38.3,33.3,94.1,0.88,16.6
167,2,329.0,183.6,51.9,139.9,0.91,16.6
167,10,868.0,127.9,50.0,122.3,0.9,16.6
167,11,833.4,148.8,46.3,128.4,0.92,16.6
167,12,827.9,133.1,51.0,122.0,0.88,16.6
167,13,856.3,135.3,57.0,127.7,0.9,16.6
167,14,854.8,113.1,50.6,122.3,0.89,16.6
167,20,576.7,99.0,49.2,114.5,0.97,16.6
167,21,812.6,101.6,43.8,113.1,0.96,16.6
167,30,549.1,23.3,31.2,86.0,0.82,16.6
167,31,333.4,188.5,57.8,144.5,0.78,16.6
167,32,923.3,231.9,57.5,155.0,0.9,16.6
168,1,522.4,34.4,40.4,97.1,0.81,16.7
168,2,324.2,183.1,55.2,140.3,0.95,16.7
168,10,871.8,127.1,51.6,123.4,0.83,16.7
168,11,828.6,145.8,53.2,130.9,0.94,16.7
168,12,828.1,131.9,46.4,122.2,0.84,16.7
168,13,853.9,141.7,54.4,129.0,0.86,16.7
168,14,862.2,115.7,41.0,113.7,0.9,16.7
168,20,576.4,98.8,44.1,114.9,0.81,16.7
168,21,810.8,103.5,45.7,111.0,0.87,16.7
168,30,548.9,24.8,31.0,87.1,0.92,16.7
168,31,341.2,190.7,50.8,143.0,0.89,16.7
168,32,907.0,229.1,67.9,156.0,0.9,16.7
169,1,522.2,40.3,38.6,90.8,0.9,16.8
169,2,324.7,184.6,51.2,140.0,0.95,16.8
169,10,870.0,130.9,48.6,122.0,0.93,16.8
169,11,827.0,142.5,52.1,131.7,0.99,16.8
169,12,828.2,127.6,55.9,124.7,0.89,16.8
169,13,857.6,138.2,55.8,128.1,0.79,16.8
169,14,856.4,119.4,50.8,113.7,0.9,16.8
169,20,584.6,103.6,46.0,115.5,0.93,16.8
169,21,805.7,101.2,48.4,110.7,0.99,16.8
169,30,542.3,19.8,39.1,88.2,0.99,16.8
169,31,340.7,190.4,61.6,144.3,0.91,16.8
169,32,921.7,229.2,60.2,155.8,0.91,16.8
170,1,525.7,38.1,35.3,92.4,0.99,16.9
170,2,328.2,184.8,60.6,138.5,0.84,16.9
170,10,872.9,126.9,50.2,123.0,0.95,16.9
170,11,828.1,147.2,48.6,132.3,0.94,16.9
170,12,830.2,130.0,53.5,123.3,0.9,16.9
170,13,859.8,139.6,50.8,124.6,0.9,16.9
170,14,864.7,116.0,41.5,116.2,0.77,16.9
170,20,584.4,95.8,44.4,114.5,0.91,16.9
170,21,804.3,98.6,40.6,114.4,0.89,16.9
170,30,552.7,18.8,34.8,89.2,0.85,16.9
170,31,344.7,189.8,54.2,147.0,0.84,16.9
170,32,909.1,233.3,65.9,152.5,0.91,16.9
171,1,524.7,37.6,35.7,94.0,0.85,17.0
171,2,322.6,181.8,55.6,138.0,0.92,17.0
171,10,873.6,129.1,44.6,119.4,0.87,17.0
171,11,823.9,149.6,57.6,131.8,0.88,17.0
171,12,835.2,130.4,46.7,124.1,0.92,17.0
171,13,859.4,140.6,50.2,125.4,0.9,17.0
171,14,862.5,116.7,42.8,117.0,0.94,17.0
171,20,590.4,98.8,46.1,116.7,0.86,17.0
171,21,798.1,96.8,41.5,113.4,0.94,17.0
171,30,550.8,22.4,34.7,85.7,0.91,17.0
171,31,338.8,197.4,51.9,141.4,0.96,17.0
171,32,907.4,231.3,68.5,159.2,0.9,17.0
172,1,525.6,41.6,34.2,91.2,0.91,17.1
172,2,331.9,182.7,50.1,140.0,0.9,17.1
172,10,867.4,124.5,52.0,126.7,0.88,17.1
172,11,832.1,152.6,45.4,128.3,0.87,17.1
172,12,830.1,129.9,53.9,124.1,0.96,17.1
172,13,858.8,137.0,52.0,127.3,0.89,17.1
172,14,856.9,110.2,44.7,122.7,0.92,17.1
172,20,590.0,95.7,40.1,110.6,0.82,17.1
172,21,801.3,100.6,44.3,114.0,0.9,17.1
172,30,551.5,20.2,33.7,87.6,0.91,17.1
172,31,337.2,192.7,61.4,139.8,0.99,17.1
172,32,921.1,227.0,59.0,157.5,0.93,17.1
173,1,527.0,43.2,33.7,89.5,0.9,17.2
173,2,316.2,187.3,54.3,139.4,0.96,17.2
173,10,868.4,128.1,54.3,120.9,0.9,17.2
173,11,830.6,144.5,50.6,129.5,0.92,17.2
173,12,831.9,130.1,46.0,122.8,0.92,17.2
173,13,857.9,139.4,57.0,126.8,0.83,17.2
173,14,863.7,109.7,44.9,123.9,0.92,17.2
173,20,587.1,99.1,48.0,115.0,0.94,17.2
173,21,796.2,97.1,42.7,116.3,0.85,17.2
173,30,547.0,20.2,37.8,89.5,0.85,17.2
173,31,347.4,190.9,51.8,142.9,0.86,17.2
173,32,910.0,230.1,67.4,158.2,0.98,17.2
174,1,520.7,39.3,35.6,92.5,0.87,17.3
174,2,329.4,180.4,54.7,139.9,0.92,17.3
174,10,871.9,126.3,43.8,122.5,0.95,17.3
174,11,835.3,152.9,49.0,127.2,0.91,17.3
174,12,829.0,125.9,55.2,127.2,0.91,17.3
174,13,858.6,141.1,55.2,126.1,0.9,17.3
174,14,862.4,119.1,44.8,116.4,0.86,17.3
174,20,591.2,107.3,40.5,110.1,0.97,17.3
174,21,796.3,99.3,40.3,114.0,0.89,17.3
174,30,556.6,22.0,37.6,86.0,0.86,17.3
174,31,345.5,186.0,55.0,140.3,0.84,17.3
174,32,907.0,223.7,66.2,156.0,0.95,17.3
175,1,521.5,38.8,35.9,92.5,0.93,17.4
175,2,329.3,184.6,60.1,136.1,0.99,17.4
175,10,872.0,125.7,49.1,121.4,0.86,17.4
175,11,831.2,147.2,46.6,129.5,0.88,17.4
175,12,833.0,131.7,51.3,122.0,0.93,17.4
175,13,858.7,140.2,52.3,125.3,0.88,17.4
175,14,860.8,113.1,41.7,118.4,0.9,17.4
175,20,594.7,100.7,41.7,114.7,0.94,17.4
175,21,788.2,99.5,47.8,113.0,0.9,17.4
175,30,558.6,20.8,36.0,86.3,0.89,17.4
175,31,347.6,189.9,55.7,138.8,0.91,17.4
175,32,904.4,229.9,65.3,154.9,0.91,17.4
176,1,524.3,37.3,38.3,95.3,0.88,17.5
176,2,323.4,183.3,56.4,140.8,0.94,17.5
176,10,866.5,124.4,53.3,122.9,0.92,17.5
176,11,830.1,147.2,48.9,130.0,0.91,17.5
176,12,830.6,127.8,52.7,123.0,0.94,17.5
176,13,864.4,137.3,48.8,126.6,0.79,17.5
176,14,854.1,118.4,52.0,118.3,0.99,17.5
176,20,607.7,99.1,44.2,116.4,0.93,17.5
176,21,789.7,97.6,46.6,109.3,0.87,17.5
176,30,555.0,21.7,34.1,87.2,0.93,17.5
176,31,351.4,188.3,49.8,140.8,0.97,17.5
176,32,912.4,226.3,53.2,148.4,0.89,17.5
177,1,523.9,37.1,33.3,93.5,0.88,17.6
177,2,328.3,182.6,59.2,145.3,0.79,17.6
177,10,871.1,124.8,50.7,122.6,0.94,17.6
177,11,830.9,143.0,52.1,133.6,0.87,17.6
177,12,832.4,129.2,51.7,123.2,0.85,17.6
177,13,853.4,139.0,54.6,128.0,0.93,17.6
177,14,860.7,108.5,44.6,122.2,0.88,17.6
177,20,599.7,98.0,45.9,117.1,0.86,17.6
177,21,786.4,98.7,47.3,115.5,0.84,17.6
177,30,557.3,19.7,39.4,87.7,0.84,17.6
177,31,347.6,184.9,52.8,144.2,0.92,17.6
177,32,900.6,224.9,67.9,153.8,0.94,17.6
178,1,520.8,36.2,42.3,94.2,0.96,17.7
178,2,324.0,182.2,61.7,142.2,0.93,17.7
178,10,869.8,133.7,52.0,120.4,0.89,17.7
178,11,824.0,143.4,56.8,132.8,0.82,17.7
178,12,830.3,130.7,46.2,126.2,0.96,17.7
178,13,860.9,135.3,45.6,128.3,0.95,17.7
178,14,862.9,114.6,43.4,116.0,0.91,17.7
178,20,606.6,100.1,41.1,116.8,0.9,17.7
178,21,785.7,94.5,39.3,111.5,0.92,17.7
178,30,563.0,16.0,34.3,88.6,0.91,17.7
178,31,348.0,192.3,56.0,139.7,0.9,17.7
178,32,909.9,225.5,59.0,152.7,0.82,17.7
179,1,520.3,35.6,39.2,96.6,0.9,17.8
179,2,334.1,181.7,50.2,137.5,0.84,17.8
179,10,874.3,128.4,50.3,119.0,0.88,17.8
179,11,833.2,149.2,50.7,127.7,0.81,17.8
179,12,834.7,129.7,45.7,125.8,0.89,17.8
179,13,865.6,141.6,43.5,123.8,0.89,17.8
179,14,856.2,113.4,49.4,120.8,0.99,17.8
179,20,601.9,100.4,43.8,113.8,0.99,17.8
179,21,785.4,93.8,46.3,111.5,0.9,17.8
179,30,559.4,22.8,33.3,86.6,0.92,17.8
179,31,345.1,193.3,62.8,143.4,0.89,17.8
179,32,898.9,223.4,66.9,155.2,0.94,17.8
180,1,524.3,39.4,37.3,93.2,0.87,17.9
180,2,327.8,178.2,59.7,142.7,0.9,17.9
180,10,873.6,124.1,45.5,124.9,0.95,17.9
180,11,831.1,147.3,49.8,128.1,0.96,17.9
180,12,829.1,126.5,55.8,126.9,0.94,17.9
180,13,853.8,142.2,56.9,127.5,0.92,17.9
180,14,863.9,117.0,49.4,118.3,0.99,17.9
180,20,606.0,100.8,42.3,113.7,0.91,17.9
180,21,785.5,101.4,49.1,113.2,0.86,17.9
180,30,564.4,22.1,34.5,86.8,0.86,17.9
180,31,356.6,186.6,51.6,138.7,0.95,17.9
180,32,905.9,227.8,62.9,156.4,0.87,17.9
181,1,518.6,42.2,37.2,90.1,0.86,18.0
181,2,329.3,183.6,52.6,138.9,0.97,18.0
181,10,867.0,127.5,51.8,123.3,0.91,18.0
181,11,827.9,149.0,54.8,131.3,0.86,18.0
181,12,833.0,132.2,44.5,123.0,0.84,18.0
181,13,854.2,136.0,54.3,129.6,0.91,18.0
181,14,860.3,113.7,42.7,120.3,0.98,18.0
181,20,617.3,100.0,41.4,117.1,0.88,18.0
181,21,785.3,97.1,42.0,113.0,0.92,18.0
181,30,568.1,20.8,32.2,85.1,0.91,18.0
181,31,354.1,187.8,51.3,141.6,0.78,18.0
181,32,902.9,230.7,64.1,153.6,0.85,18.0
182,1,521.0,39.1,40.5,93.2,0.85,18.1
182,2,326.1,182.5,58.8,141.1,0.84,18.1
182,10,873.9,127.6,49.5,124.5,0.89,18.1
182,11,828.0,147.4,52.0,131.5,0.92,18.1
182,12,832.0,129.3,53.2,124.2,0.92,18.1
182,13,858.2,138.0,45.0,128.3,0.97,18.1
182,14,860.4,116.4,49.2,120.2,0.91,18.1
182,20,606.2,100.4,52.4,118.6,0.87,18.1
182,21,785.0,101.1,42.3,112.9,0.93,18.1
182,30,559.5,18.3,33.6,87.8,0.82,18.1
182,31,355.8,184.7,57.4,146.9,0.94,18.1
182,32,909.6,220.6,53.8,150.5,0.81,18.1
183,1,526.4,36.5,37.6,92.8,0.93,18.2
183,2,313.8,186.9,58.0,137.3,0.91,18.2
183,10,867.2,132.6,53.8,119.8,0.88,18.2
183,11,832.8,147.6,48.2,130.3,0.95,18.2
183,12,833.6,127.6,54.5,125.6,0.86,18.2
183,13,857.7,141.4,52.1,126.0,0.85,18.2
183,14,856.6,113.4,51.4,120.2,0.88,18.2
183,20,617.7,100.3,40.7,110.1,0.98,18.2
183,21,769.6,98.1,52.3,116.3,0.85,18.2
183,30,566.5,21.0,35.7,87.1,0.87,18.2
183,31,346.1,190.0,61.9,140.8,0.89,18.2
183,32,899.8,220.4,66.3,156.5,0.85,18.2
184,1,519.8,35.0,40.4,97.5,0.92,18.3
184,2,328.5,181.6,53.3,143.2,0.98,18.3
184,10,866.1,131.9,48.5,117.7,0.93,18.3
184,11,825.9,144.0,58.4,132.7,0.87,18.3
184,12,827.9,126.6,49.6,123.8,0.87,18.3
184,13,860.5,141.1,49.4,127.4,0.93,18.3
184,14,854.8,116.9,52.2,118.4,0.91,18.3
184,20,624.1,100.3,40.9,114.4,0.9,18.3
184,21,767.4,95.9,50.5,113.7,0.85,18.3
184,30,565.5,19.4,35.6,84.6,0.91,18.3
184,31,356.3,180.6,61.7,140.9,0.85,18.3
184,32,894.3,224.6,58.3,152.1,0.95,18.3
185,1,520.4,42.4,35.0,91.2,0.98,18.4
185,2,323.9,187.9,53.0,140.7,0.85,18.4
185,10,871.5,129.7,44.7,121.5,0.95,18.4
